country,iso3c,indicator_name,indicator_code,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
"Congo, Rep.",COG,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,8.741304973,9.065647179,9.819276118,10.54862976,11.37549241,12.29847043,13.31983436,14.47543007,16.57791846,16.44059642,19.25220111,23.13036615,29.55809295,31.34480228,33.3315523,37.36846813,38.30213431,27.12838194,29.19733385,27.37940478,30.8686526,30.55099309,30.09864418,29.62631567,29.29129281,40.05667059,41.41696689,48.86867611,51.29477017,41.94779116,54.26170869,79.78646153,68.67603068,67.48180425,64.61279043,75.47241609,100,111.3803018,118.8874646,138.229508,108.9729104,141.0302166,156.4777153,174.2599841,172.3351742,161.1944578,133.3819861,128.710299,144.6261986,176.7830259,174.4541345,150.0313321,184.9747017,218.7523834,
Colombia,COL,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.08588971,0.096098393,0.106484131,0.120297583,0.144550898,0.181233797,0.222567722,0.279228029,0.360630866,0.422298497,0.523821697,0.668479961,0.820665289,1.023915008,1.232820042,1.506262322,1.881073229,2.429762093,2.997766036,3.829647797,4.77502761,7.274090987,9.238515562,11.33236829,14.14750743,17.27359419,20.52983205,23.99288188,28.03324791,32.17461235,36.23599463,48.43860008,51.59604518,54.67539548,58.40918636,62.66314691,65.64164917,69.45389355,73.06690857,78.67653493,81.8741267,84.98932283,90.41742377,93.6875101,95.47476465,97.6092294,100,105.1483343,110.5463721,115.6653099,120.2949534,122.0755767,131.4358705,150.2805798,
Comoros,COM,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,29.61747046,33.93200117,36.14766104,41.64480438,44.20998428,47.33622911,50.83545395,52.47399269,53.49057459,56.67896333,57.91224787,62.61408834,58.37853998,60.0323011,65.68549443,71.15116767,73.42708031,74.10581568,75.10376489,79.46831536,75.92400901,82.47623883,85.91603897,90.30792012,93.36787912,93.66281113,96.57643986,100,103.1442898,104.1613349,105.9061961,109.1317692,113.7922224,115.7860408,116.7529062,116.1424521,118.1342798,118.6097634,120.7870447,125.8710995,126.7140184,126.7895113,133.3351934,
Cabo Verde,CPV,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,30.57218253,33.50037859,39.32721626,43.48167185,47.29353344,49.0276255,57.70227739,61.71973218,65.05976206,67.39206283,68.97261583,72.27807247,69.30321925,103.5071901,73.31159423,72.1775377,71.78335019,71.18375001,70.94457931,76.34493622,70.31284381,73.93770645,73.66915815,77.29449089,72.39978093,71.10028945,74.39918,88.21392984,91.48908696,93.27729446,93.88771544,96.46684938,97.12051595,98.5042504,98.40543096,100,101.6799248,102.9986256,104.7538985,105.4818032,105.8680358,105.8776963,114.0751986,
Costa Rica,CRI,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.126408735,0.135658661,0.138973548,0.147886045,0.169832957,0.209256327,0.260609692,0.303875544,0.355348348,0.383451006,0.418536652,0.497345347,0.701764971,1.292453805,1.666380178,1.944574121,2.344091049,2.767197691,3.04791283,3.622117462,4.174429504,4.948698526,8.154202488,9.762933121,10.78175105,12.47130291,15.1197392,17.39904999,19.9532119,22.33526523,24.79872691,27.12725633,29.76428007,32.67727631,36.15683014,40.9838933,46.31726072,52.33123766,57.83480191,64.44172579,70.69343085,75.37958875,78.84194297,82.57403117,86.36435399,91.72492072,95.35283891,97.22057675,100,102.1924784,104.8155469,105.6253447,108.1330286,114.9241993,
Caribbean small states,CSS,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,39.36641095,44.03415826,47.09834286,48.62976618,54.39671234,56.7516582,57.04857944,54.65600516,59.75060894,61.50011515,64.81824843,63.17384336,61.7666147,62.75278287,64.37455937,62.98565561,60.5203586,60.88982655,61.64073231,62.0258907,65.28924312,60.46577604,62.73065552,74.63410594,94.24946534,104.153828,101.3712367,100.0001024,101.2992089,105.1375331,106.9681497,107.4547897,112.3259041,115.6659267,116.3668374,116.8091252,128.9170467,133.5448793,133.0847737,133.928764,135.5386528,141.3990285,145.5194779,149.3871386,154.5609765,159.8764039,166.796413,173.6577351,175.4503506,181.6696146,211.7467681,1062.103137,1212.448105,
Curacao,CUW,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.73567053,79.12713792,79.45156016,80.73867532,81.8528691,85.20883735,87.87587477,90.51214817,96.75748898,98.49912178,101.2373973,100,103.184,104.5587204,106.125742,105.620065,105.570147,107.2439616,110.0160036,112.9049138,115.3662409,119.7022811,124.5390732,
Cayman Islands,CYM,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.65072291,93.43628232,96.28396559,96.87165959,96.67171083,96.22658305,97.44039784,98.78332464,99.65926441,100,101.0000923,103.0067604,105.7496239,109.3412111,109.5128025,112.3768709,123.0742675,
Cyprus,CYP,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,15.76268178,17.02822722,18.54320913,20.59650689,23.30220924,26.60025094,29.89571674,32.99070083,34.65495107,37.49039136,39.6152375,41.25953486,42.85291567,44.22150609,46.32279882,48.83957436,50.73846002,53.80376436,56.38803071,59.36023385,67.43192379,69.2128084,70.7610348,72.15197011,73.8129027,75.8378903,78.61378819,78.84680353,83.09481226,85.34607357,87.06963336,89.75680253,93.47112614,97.89683452,98.15441976,100,101.6171066,103.3194676,102.342164,100.9771462,100.2157299,99.64223348,100.6769611,101.6876234,103.0350633,101.6299581,104.3595414,110.6896066,
Czechia,CZE,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,24.74184981,33.69651618,37.86048316,45.81451745,51.46892991,56.0090664,61.55681703,66.67311628,73.21239131,75.4393631,76.82905706,80.58544858,82.78087777,83.85100491,87.2461701,87.32900534,87.90022901,91.01223272,92.84119747,95.24376118,93.88623853,93.86692429,95.22885927,96.52845203,99.01747322,100,101.1414506,102.463313,105.0941344,109.1811964,113.8960802,117.6863249,127.7453879,
Germany,DEU,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,32.03714334,34.47880184,36.04133187,38.31176052,41.09905232,43.42798089,44.86379442,46.25489426,47.89501968,49.94403599,52.66657998,54.86553545,57.37895775,58.99012361,60.1635235,61.44183335,63.28480763,64.09464025,65.17813532,67.0546574,69.33226503,71.4712207,75.26362421,78.18661043,79.79069321,81.37160588,81.86169038,82.08502244,82.65014942,82.93375112,82.52788246,83.60486713,84.75704739,85.87690287,86.83494205,87.1868036,87.53318034,89.08275678,89.89281339,91.5485416,92.13928216,93.1246968,94.5182975,96.37028116,98.18005707,100,101.3277522,102.8514571,104.9161924,107.1512315,109.1577301,112.4538985,118.3783358,
Djibouti,DJI,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,101.2623044,103.0922163,103.4043614,103.9857333,104.6678966,105.1386901,107.007856,108.8280932,109.5610574,
Dominica,DMA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,26.62642188,29.99986363,35.3874702,41.30067192,42.0267223,44.00822878,47.29101149,50.21260694,54.19657991,57.25406856,60.51404082,63.2364824,68.55303385,70.75245876,76.16553707,79.50682519,81.63737793,87.87408748,88.56296225,91.45449699,92.77589394,95.13250642,97.54543772,95.80646534,97.80340297,98.57662554,95.50175149,99.12318413,97.68765458,100,101.5250486,103.0564302,111.3049782,111.6355203,113.5169381,111.2902542,115.2594065,114.916133,122.7532223,127.2925121,123.3804125,126.7424249,132.4246507,130.923324,134.8850182,139.6700901,
Denmark,DNK,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,13.15410891,14.3421018,15.40998416,16.8895198,18.68323761,21.16183867,23.98817328,26.23828516,28.56716228,31.12527606,33.32538018,36.26152933,40.13932191,44.21126995,47.47664384,50.30596252,52.46456821,53.67943038,56.23172022,58.44982486,61.35202533,62.94867941,64.62276979,65.6928654,66.07383002,67.10821739,67.96880688,69.33782346,70.73423145,71.60577823,72.81215925,75.00961149,76.89866422,78.70397376,79.87023271,81.5440996,83.91411693,85.65632468,87.73972683,91.36749515,91.85084953,94.81218786,95.4176997,97.68404528,98.55164653,99.56880653,100,100.2545952,101.4422729,102.2009158,103.2727932,106.2948911,109.3313999,118.1511229,
Dominican Republic,DOM,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.622586183,0.635733375,0.64326198,0.694899078,0.726213987,0.854820511,0.999685138,1.028348625,1.137110434,1.149028021,1.276694044,1.453955408,1.559254047,1.676385605,1.786966675,2.219131887,3.070552634,3.358793733,3.843230832,5.516414868,6.818774797,10.25947831,20.82278504,21.98225811,23.07780177,25.41693907,27.87028013,28.89304607,31.62382402,33.68085929,34.97223544,37.49295122,39.75780248,42.50930834,56.73357783,82.35804149,87.11936728,92.90517771,100,110.3916875,114.2533505,120.4726326,130.1836366,136.8206347,143.2413797,149.4312536,153.1250238,156.1778444,162.7082258,169.4142285,173.6929859,181.8973811,196.043828,217.0482689,
Algeria,DZA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.617993563,0.6485252,0.759760008,0.724761959,0.794539226,1.183041817,1.253007172,1.388840576,1.554488972,1.711261067,1.950629492,2.455102047,2.807507382,2.861967248,3.056718277,3.314506783,3.479321508,3.563011133,3.878053305,4.229442299,4.906634103,6.391361884,9.829186229,11.98434486,13.6171429,17.57668768,22.59958432,28.02843478,29.99097543,29.05193139,32.20590676,39.50956526,39.3225262,39.84175179,43.16086201,48.44704553,56.25930139,62.19280353,66.17024307,76.30129173,67.78483497,78.71173742,93.05932256,100,99.90669562,99.60639564,93.17615495,94.61934229,100.6661377,107.4683654,106.9610358,101.5851902,117.399447,142.6609728,
East Asia & Pacific (excluding high income),EAP,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECS,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,27.11429245,23.33554145,21.1235724,23.26754018,24.9422177,38.03178352,40.15237071,43.96432179,52.47613018,53.67777964,61.52249779,74.83331603,86.42607867,78.49028573,67.7804234,65.12251243,63.53343219,54.83543569,50.06419676,44.24984048,46.62516236,49.33577642,52.73467612,55.00397022,56.45704909,64.93052914,68.32156059,69.33965761,74.19771401,71.39105249,52.6152108,48.55643831,62.35339991,69.8889794,77.29237981,80.58646178,86.81797998,93.76420914,100,113.8473189,114.5936308,123.148137,130.1215933,136.608484,140.8365836,145.1049222,141.4903285,144.1809748,146.9873107,149.6608241,150.4023187,149.8020641,153.665955,161.7561799,
"Egypt, Arab Rep.",EGY,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.495868949,0.557932768,0.565335027,0.584551294,0.627531101,0.686675781,0.753035299,0.839884961,0.943509272,1.033591968,1.276484691,1.435162799,1.403614543,1.750740476,1.973292231,2.136038573,2.38330729,2.690162195,3.025608541,3.431571211,4.088284886,4.813671374,5.589888936,6.615677195,7.173319598,7.779384158,8.666213842,9.282179502,10.1989133,10.44141097,10.53741301,10.95305146,11.15762159,11.51082492,12.29097034,13.72531532,14.57803203,15.65097194,17.62232765,19.77295377,21.98466588,24.2066263,27.0298394,32.29602989,35.10987787,39.0589051,42.93780189,45.61955235,59.08575072,71.59705256,81.34720785,86.37197127,90.55855583,100,
Euro area,EMU,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,13.43562992,13.24979224,14.63203013,16.06743819,17.52553168,18.20852825,19.86717458,20.32780724,25.40520455,29.23561573,33.95677806,41.38409039,51.6470492,55.58445979,61.91775534,66.4304503,77.1099557,99.86086808,83.65524699,100,,,,,,,,,,,,
Spain,ESP,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,4.536734504,4.948068934,5.336295618,5.79083718,6.477027907,7.509797287,8.770075077,10.21625358,12.60512732,15.20569642,17.7802688,20.15479298,22.64415026,25.71975198,28.77635043,31.9028242,34.64502491,38.41399371,40.69739756,43.11324651,46.08641971,49.46282645,52.89314255,56.44268031,59.0036209,61.29286811,64.31652486,66.54193531,68.10965373,69.85775726,71.63291981,74.01812033,77.05895674,80.20656439,83.36149228,86.59777298,90.14914085,93.73674008,96.93915903,99.12448485,99.26700142,99.4193558,99.39973108,99.28581126,99.68064753,99.45763933,100,100.322098,101.6254946,102.8912934,104.3804992,105.5679771,108.3722048,112.8613318,
Estonia,EST,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,30.96370437,37.9427637,41.70762412,44.58315822,47.46368389,49.21258132,52.55926964,55.11242185,57.25553115,59.9410843,63.49184404,69.19250971,77.74358865,83.03211449,82.70938382,84.21664018,88.82643739,92.44360592,96.17023878,98.97419107,100,102.1873099,105.8562073,110.9772971,114.5364039,113.9276321,120.7597652,140.761904,
Ethiopia,ETH,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,6.259098629,6.526395409,6.702795935,6.519542839,8.591959677,8.138892286,7.640833424,7.87811979,8.318091659,8.590207597,10.22958773,11.81847043,13.39941116,13.79215886,15.54464147,15.5818146,15.61401529,15.59057134,15.93710655,17.44550889,16.44146135,15.84604464,17.86926419,18.56819588,20.40190028,22.75879916,26.67799626,34.76454327,43.15893427,43.78239628,52.56596593,70.19732947,73.63838803,81.7251999,90.58138615,99.99997124,106.6768244,119.8858633,135.303661,160.00279,194.8246197,262.3976102,
European Union,EUU,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,10.48524466,11.28212511,12.11295236,13.11155283,14.91728106,18.20973343,20.68042825,23.39466864,25.59813394,27.50626731,29.79065779,32.6611612,36.46089747,39.76126335,43.01788208,46.64962172,49.08314092,51.41467655,53.61732452,57.73682309,61.5071181,64.70266041,65.68081327,66.26389258,67.43404747,68.67848278,71.56374357,71.50772636,72.99538867,75.25674021,75.9543972,77.19840219,79.74855946,80.50159663,80.65448825,81.14056159,81.89430971,82.6483298,84.92387031,87.50320933,89.05543333,89.34302063,91.68696458,94.41370954,96.82909029,98.40897632,100,100.0874255,100.9074046,102.9274056,104.46777,106.1754827,108.7215254,114.5469521,
Fiji,FJI,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,6.165899777,6.587110136,6.808388334,7.810948839,9.060501567,11.74655183,14.60315449,15.75847535,15.75342795,16.4516017,17.79098423,20.87090684,21.07107762,23.62907966,25.23981621,25.99890275,28.13477883,28.99325471,31.12136261,33.40194092,34.35332723,36.6479472,38.84430692,41.29408994,44.28268571,44.64936319,45.1540861,46.449305,47.97751315,51.55085598,55.0211673,52.4242376,54.12561182,55.8935965,60.19895692,61.5197272,65.60782749,68.06599456,70.12462089,71.63799353,72.63425954,75.70653255,82.81639082,85.77833023,88.88461794,100,102.530899,105.2308716,107.0181731,108.5439507,110.2226363,108.5885302,105.8596319,108.4770779,
France,FRA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,14.52691234,15.31495945,16.21858268,17.32225376,18.68373119,20.89456932,23.76816954,26.32305971,28.63294967,31.28991696,34.51589978,38.54975137,43.05697769,48.26461795,52.92232006,56.66262036,59.75286286,62.77347264,64.31510186,66.36894118,68.54932519,70.3707924,72.16319618,73.58268649,74.77730357,75.46889205,76.31775738,77.3542121,78.03353806,78.77506166,78.93561402,80.16171322,81.77162831,83.462196,85.01406557,86.39356794,88.06644237,89.96456253,92.26462984,94.44860175,94.51153047,95.52251793,96.4280334,97.54835843,98.30738273,98.8745615,100,100.5225593,101.0468622,102.0494739,103.3542705,106.2894038,107.80291,110.9800956,
Faroe Islands,FRO,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.09411321,93.31781688,100,98.91253998,96.59699893,98.06447844,100.6839575,105.5766569,113.7880481,114.2132422,113.7630022,117.9119826,117.7754844,119.918801,124.5824937,
"Micronesia, Fed. Sts.",FSM,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,67.31253749,69.17605216,72.08092486,75.48855388,79.22497309,83.26653307,85.78998073,88.37416481,90.68517689,92.72356885,94.45713278,95.07224064,97.91608602,97.14783878,98.19597285,99.28481579,99.3783251,99.01646342,100,102.0969947,103.5107409,106.7966479,112.1417969,118.1544135,122.4114988,124.3647364,133.222616,134.0711703,138.1253407,130.8732647,136.1708022,146.3442358,160.0806034,163.7596056,165.1821862,167.768595,176.6666667,
Gabon,GAB,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,7.340346114,7.309502019,7.784924134,7.218417648,9.727370279,16.09008871,16.79358684,19.25635546,21.14264643,21.74713035,25.8753916,35.39264576,39.08836944,45.69572249,47.03225022,52.68092559,52.0086897,41.18577808,41.59486951,42.68263125,45.98115557,53.04300646,47.01408396,47.11463155,46.87459156,68.6953903,69.61530091,79.05699914,79.80530276,65.61081121,78.20240237,100.1689439,100,100.8558078,100.6368293,108.4515594,130.2443286,143.0970177,149.1519701,179.6967409,147.2173904,171.6029503,193.3643113,187.6757214,176.1187914,174.619333,159.030764,152.2405417,158.0565903,169.3997705,172.0212068,156.2401435,195.7308293,222.979524,
United Kingdom,GBR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,7.2042417,7.749780182,8.368648521,8.970208055,9.725040173,11.18955463,14.07318432,16.20014451,18.42126437,20.53188939,23.42001609,28.03464798,31.27805011,33.59849822,35.31968529,37.09628224,39.14091726,40.83781536,43.05961676,45.70053769,49.32726936,53.21732539,56.63339153,58.51417474,60.11339301,60.95114743,67.95382667,70.7652644,70.66117008,71.56018152,72.54280205,73.37261036,74.47712393,76.05807829,77.87797784,79.91845592,82.26432485,84.55689473,86.46155179,89.40408055,91.09481179,92.53751797,94.56333517,96.01847921,98.05125184,99.34334987,100,101.9647983,103.8578166,105.8540183,108.0936064,113.5886783,113.4518867,119.2979516,
Georgia,GEO,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,2.55141E-05,2.54487E-05,2.61421E-05,2.58446E-05,2.58627E-05,2.63288E-05,2.65624E-05,2.66406E-05,2.70237E-05,2.71114E-05,2.78535E-05,2.81282E-05,2.90854E-05,3.01374E-05,2.93389E-05,2.95153E-05,2.81254E-05,2.99731E-05,3.06738E-05,2.98779E-05,3.17534E-05,3.88167E-05,6.29727E-05,0.000888113,0.138051646,8.478572942,22.27534123,31.86120982,33.94387344,36.29849277,39.82915627,41.69328338,43.93479844,46.53541495,48.12898967,52.18714706,56.32905494,61.08829692,66.86982652,73.2863764,71.72097159,81.91087022,89.08140029,89.45492303,90.6642265,94.49238752,100,102.6193183,111.3327725,116.1881161,122.2210579,131.1203132,144.5655072,157.7169509,
Ghana,GHA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.000807312,0.000830637,0.00087368,0.001008861,0.001219536,0.001519161,0.001966759,0.002518409,0.004212058,0.007299779,0.010070007,0.015218412,0.026728639,0.034183411,0.076249932,0.103175632,0.124479765,0.176395041,0.245544538,0.327563422,0.420245235,0.551221331,0.661693578,0.73547296,0.96903867,1.260999623,1.80380108,2.522394715,3.013206506,3.52691197,4.019662662,5.114221381,6.894888121,8.468204008,10.89895177,12.46296782,14.32789123,26.46124696,30.72262983,36.68597557,42.43340911,49.47550693,56.35993574,64.92962107,100,123.9399605,140.3656795,162.4713364,179.8189056,198.8230306,215.6853569,235.8855279,264.4420697,339.0772539,
Gibraltar,GIB,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,4.021754894,5.11808488,6.22633651,7.615779206,8.931723492,11.23777576,14.18434457,14.27991262,14.48383001,15.34581173,15.5830531,15.80653382,16.33204424,17.02251004,18.09494928,18.41204993,18.4917322,21.43389559,24.97511451,31.81600951,63.8253798,72.51767909,84.6318476,86.13070237,100.00001,108.9992908,121.5516172,126.8140141,130.1313377,133.9992176,141.5955641,156.2599121,167.2904312,183.0205959,191.6114693,213.6467883,237.1311616,
"Gambia, The",GMB,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.898123308,0.979575338,1.030154323,1.062674015,1.051563671,1.271731925,1.43767496,1.605785039,1.96861862,2.095798419,2.31788899,2.313772775,2.349949234,2.690396212,2.76258202,3.011258778,4.198270202,5.899274486,6.990522982,7.669033587,8.72249594,9.766101879,22.85618173,23.30188432,24.50014236,25.42560989,26.4332905,28.64537881,26.93550193,28.39320313,27.70168827,28.31582988,28.82705454,31.82257311,35.92575697,69.76426846,72.63423462,73.58080687,76.82927066,78.73144498,82.2848355,86.92926386,90.90377717,94.39917304,100,105.2117231,115.4386839,124.4667079,129.3479419,138.3399057,146.9892021,150.2064414,161.9929853,178.8712019,
Guinea-Bissau,GNB,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,0.02898467,0.029508503,0.030976372,0.034208417,0.037261322,0.039945272,0.04054992,0.041793114,0.044441076,0.04634316,0.051689694,0.052628917,0.061334948,0.075630325,0.120556115,0.159512022,0.339592824,0.65970476,1.18446585,2.360087557,3.073920529,5.160939412,8.514579231,12.69173689,15.64249982,22.63939597,31.52167172,42.28260142,45.69685153,51.32033635,92.83832243,99.1227163,100.9037676,95.84664647,94.51746999,100,97.72729571,102.0087582,114.7345615,111.9142048,115.232856,131.4018397,130.284224,129.0697803,128.8784251,144.4752775,153.2830678,162.385931,170.9111837,165.0696735,165.2389025,175.5139788,190.1720238,
Equatorial Guinea,GNQ,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,8.380426676,9.590797305,13.4672064,16.80030953,21.10743374,32.24683686,31.3041297,31.77937981,33.04324082,31.4585328,34.71528586,35.94841188,30.4038365,29.58502609,36.84115218,39.67085995,39.99663561,34.73820847,23.77277512,33.08162941,54.49702958,47.97290273,47.21354432,47.51364395,55.55426555,88.51408391,100,103.0376539,123.4803645,97.75911939,122.1075279,142.9208861,149.8593836,148.2518814,146.3633857,116.8085926,109.4666795,123.4153432,135.1568744,130.8809302,117.5722429,138.22234,148.882599,
Greece,GRC,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,1.306039275,1.360227754,1.40069486,1.471383392,1.779054998,2.184331402,2.470916106,2.876997647,3.272712124,3.723955068,4.474358455,5.335200408,6.488245608,8.253875457,9.95518188,12.13720342,14.44642232,17.17419558,19.79372045,23.09528752,26.44386696,31.91526159,38.23057103,43.88824224,50.22076582,55.83639579,61.30380426,65.9847789,70.30901255,73.89728107,76.57438247,77.79396021,80.49710786,83.19277158,86.06589536,88.70180295,90.68900665,93.85862606,97.07109429,101.2884287,103.891309,103.7069218,104.7014898,104.4134116,102.2775056,100.2945958,100,99.42141925,99.7051742,99.54041734,99.76622,99.01603055,100.4867357,108.3717738,
Grenada,GRD,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,29.83546376,34.98902885,38.35552905,41.82642185,42.95937185,44.74803011,45.37158707,48.37174163,52.60334277,54.88372602,57.66048607,61.55917055,67.09727407,67.10796408,71.58400464,74.45565463,75.85797091,78.27841891,80.66837696,82.82471085,84.30288944,85.76796665,86.72984525,89.21294654,91.12582997,91.46495171,91.39445775,93.25081446,95.57251908,100,102.3194437,110.3491964,110.3382721,110.8676665,111.1165726,115.4791759,118.8547457,119.776123,123.0800181,126.3345556,128.2626402,127.360108,131.5980576,131.2032824,134.8642709,137.2533709,
Greenland,GRL,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,12.76163292,14.222552,15.03323653,16.18526241,18.70265493,21.77472571,24.647681,26.36860852,28.81488841,30.9767161,34.55739237,39.71570718,44.88544897,49.24702656,53.61564643,57.59589135,59.97436386,62.74561615,66.73011239,70.30007931,73.88017057,76.26300933,77.44179001,78.2487462,78.61524324,80.23147224,81.01782186,81.42024035,82.21687775,83.08875183,84.84200194,87.72854475,90.45083489,96.35996809,95.84112355,92.74624395,94.82226024,94.77720512,92.86901378,98.01268988,100,102.8840457,106.4287424,107.5647336,108.6299187,117.4771527,121.6332388,125.6063881,127.9259868,128.8788602,129.7848791,129.2447556,,
Guatemala,GTM,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,1.903625016,1.998828758,1.97345985,1.946552526,2.228817725,2.578280119,2.916449689,3.251704466,3.786702997,3.99481866,4.337861322,4.771859373,5.179763068,5.437609323,5.794369538,6.033311976,7.166351984,10.13770732,10.94857538,12.22466446,13.5582405,19.05356608,25.33648942,27.58165324,31.58219322,35.28434577,38.34272873,41.75523331,45.20310469,49.49850042,51.99399602,55.54524556,52.42907659,55.82080534,58.31668454,61.82959928,65.33437032,68.58889285,73.46923301,80.38084509,83.2746964,87.55299471,93.58946149,96.75068031,100,102.8603116,105.1557644,108.0025321,109.8903236,111.2877023,115.2559802,118.5675844,121.7612052,129.3399921,
Guam,GUM,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.60980435,77.77293528,79.16922447,83.1786772,86.8442623,89.46083418,92.88135593,95.85070478,96.07843137,96.6828322,100,100.8404931,102.9357798,105.5323021,107.1934605,108.264314,109.9092559,112.612772,117.5084847,120.9600948,,
